,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
513,K2-240 b,K2-240,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,6.034,0.001,-0.001,0.0,0.0513,0.0009,-0.0009,0.0,2.0,0.2,-0.1,0.0,0.178,0.018,-0.009,0.0,,,,,,,,,,,,,,,,,,586.0,24.0,-18.0,0.0,89.26,0.51,-0.64,0.0,0,2.1528,0.1104,-0.0912,0.0,21.1,1.3,-1.6,0.0,0.0362,0.0014,-0.0014,0.0,,,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M0.5 V,3810.0,17.0,-17.0,0.0,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m23.85s,227.849371,-17d52m31.61s,-17.8754464,72.9105,0.52255,-0.52255,13.372,0.022,-0.022,10.394,0.027,-0.027,9.745,0.024,-0.024,9.56,0.023,-0.023,12.6212,0.00187,-0.00187,2018-06-26,2018-10,2018-06-21
514,K2-240 c,K2-240,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,20.523,0.001,-0.001,0.0,0.1159,0.002,-0.002,0.0,1.8,0.3,-0.1,0.0,0.161,0.027,-0.009,0.0,,,,,,,,,,,,,,,,,,389.0,19.0,-17.0,0.0,89.66,0.22,-0.26,0.0,0,3.192,0.264,-0.24,0.0,48.0,4.4,-4.4,0.0,0.0313,0.0024,-0.0024,0.0,,,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M0.5 V,3810.0,17.0,-17.0,0.0,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m23.85s,227.849371,-17d52m31.61s,-17.8754464,72.9105,0.52255,-0.52255,13.372,0.022,-0.022,10.394,0.027,-0.027,9.745,0.024,-0.024,9.56,0.023,-0.023,12.6212,0.00187,-0.00187,2018-06-26,2018-10,2018-06-21
515,K2-237 b,K2-237,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,2.1805577,5.7e-06,-5.7e-06,0.0,0.0353,0.0012,-0.0012,0.0,18.405,0.56,-0.56,0.0,1.642,0.05,-0.05,0.0,392.83788,13.98452,-13.98452,0.0,1.236,0.044,-0.044,0.0,Mass,0.0,,,0.0,,,,,1838.0,38.0,-38.0,0.0,84.6,0.3,-0.3,0.0,0,3.0024,0.0768,-0.0768,0.0,5.503,0.015,-0.207,0.0,0.1195,0.0015,-0.0005,0.0,,,,,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,F9 V,6099.0,110.0,-110.0,0.0,1.38,0.04,-0.04,0.0,1.23,0.05,-0.05,0.0,0.0,0.08,-0.08,0.0,[Fe/H],4.27,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m04.52s,253.7688479,-28d42m38.10s,-28.7105836,314.995,7.221,-6.91,11.602,0.034,-0.034,10.508,0.023,-0.023,10.268,0.022,-0.022,10.217,0.023,-0.023,11.4668,0.000949,-0.000949,2019-05-20,2019-06,2019-05-23
516,K2-238 b,K2-238,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,3.20466,3e-05,-3e-05,0.0,0.046,0.007,-0.006,0.0,14.572,1.681,-1.569,0.0,1.3,0.15,-0.14,0.0,273.3338,41.3179,-38.1396,0.0,0.86,0.13,-0.12,0.0,Mass,0.0,,,0.0,,,,,1587.0,75.0,-76.0,0.0,84.5,1.8,-1.5,0.0,0,,,,,6.27,0.66,-0.52,0.0,0.08,0.003,-0.002,0.0,,,,,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,G2 V,5630.0,78.0,-78.0,0.0,1.59,0.16,-0.16,0.0,1.19,0.08,-0.08,0.0,0.34,0.04,-0.04,0.0,[Fe/H],4.11,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m49.04s,347.7043164,-07d51m27.21s,-7.8575592,537.963,,,13.973,0.126,-0.126,12.464,0.032,-0.032,12.095,0.038,-0.038,12.032,0.033,-0.033,13.6635,0.002247,-0.002247,2018-06-26,2018-08,2018-06-21
517,K2-241 b,K2-241,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,26.8199,0.00245,-0.00247,0.0,0.1567,0.0007,-0.0008,0.0,2.55,0.18,-0.1,0.0,0.227,0.016,-0.009,0.0,,,,,,,,,,,,,,,,,,507.0,5.0,-5.0,0.0,,,,,0,,,,,43.3,3.8,-9.9,0.0,0.0312,0.0023,-0.0012,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5262.0,43.0,-39.0,0.0,0.75,0.01,-0.01,0.0,0.71,0.01,-0.01,0.0,-0.44,0.04,-0.03,0.0,[Fe/H],4.54,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m57.28s,181.2386829,-06d48m19.07s,-6.8052985,149.464,1.094,-1.078,11.97,0.032,-0.032,10.442,0.024,-0.024,9.988,0.022,-0.022,9.933,0.023,-0.023,11.7562,0.000502,-0.000502,2018-07-12,2018-08,2018-07-12
518,K2-242 b,K2-242,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.51389,0.00082,-0.00083,0.0,0.0494,0.0004,-0.0004,0.0,2.54,0.21,-0.19,0.0,0.227,0.019,-0.017,0.0,,,,,,,,,,,,,,,,,,416.0,8.0,-8.0,0.0,,,,,0,,,,,22.1,3.8,-5.6,0.0,0.0633,0.0051,-0.0044,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3459.0,65.0,-38.0,0.0,0.37,0.01,-0.01,0.0,0.38,0.01,-0.01,0.0,-0.01,0.16,-0.18,0.0,[Fe/H],4.89,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m20.60s,179.8358421,-06d31m04.28s,-6.5178542,109.237,0.625,-0.617,16.414,0.309,-0.309,12.621,0.022,-0.022,12.015,0.023,-0.023,11.777,0.024,-0.024,15.3818,0.000514,-0.000514,2018-07-12,2018-08,2018-07-12
519,K2-158 c,K2-158,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.90279,0.00191,-0.00233,0.0,0.0622,0.0006,-0.0006,0.0,1.28,0.13,-0.1,0.0,0.114,0.012,-0.009,0.0,,,,,,,,,,,,,,,,,,948.0,13.0,-13.0,0.0,,,,,0,,,,,11.3,2.4,-2.9,0.0,0.0123,0.0012,-0.0009,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5503.0,51.0,-48.0,0.0,0.95,0.02,-0.02,0.0,0.92,0.03,-0.02,0.0,0.07,0.07,-0.07,0.0,[Fe/H],4.45,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.299,2.061,-2.02,11.774,0.024,-0.024,10.432,0.024,-0.024,10.051,0.021,-0.021,9.974,0.021,-0.021,11.6134,0.000546,-0.000546,2018-07-12,2018-08,2018-07-12
520,K2-243 b,K2-243,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,11.54182,0.00272,-0.00221,0.0,0.1087,0.0014,-0.0014,0.0,2.17,0.14,-0.12,0.0,0.194,0.012,-0.011,0.0,,,,,,,,,,,,,,,,,,1035.0,36.0,-35.0,0.0,,,,,0,,,,,21.2,2.0,-4.5,0.0,0.0144,0.0008,-0.0007,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6570.0,269.0,-171.0,0.0,1.39,0.03,-0.03,0.0,1.29,0.04,-0.06,0.0,-0.03,0.18,-0.19,0.0,[Fe/H],4.26,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m29.07s,181.1211419,-04d53m56.89s,-4.8991358,266.864,3.516,-3.428,10.971,0.012,-0.012,9.852,0.022,-0.022,9.637,0.023,-0.023,9.591,0.021,-0.021,10.7424,0.000405,-0.000405,2018-07-12,2018-08,2018-07-12
521,K2-243 c,K2-243,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,24.94598,0.00491,-0.00561,0.0,0.1817,0.0022,-0.0024,0.0,2.01,0.15,-0.13,0.0,0.179,0.013,-0.012,0.0,,,,,,,,,,,,,,,,,,801.0,27.0,-28.0,0.0,,,,,0,,,,,35.6,4.0,-9.2,0.0,0.0133,0.0009,-0.0009,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6570.0,269.0,-171.0,0.0,1.39,0.03,-0.03,0.0,1.29,0.04,-0.06,0.0,-0.03,0.18,-0.19,0.0,[Fe/H],4.26,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h04m29.07s,181.1211419,-04d53m56.89s,-4.8991358,266.864,3.516,-3.428,10.971,0.012,-0.012,9.852,0.022,-0.022,9.637,0.023,-0.023,9.591,0.021,-0.021,10.7424,0.000405,-0.000405,2018-07-12,2018-08,2018-07-12
522,K2-245 b,K2-245,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,11.89307,0.00065,-0.00063,0.0,0.0959,0.0006,-0.0006,0.0,4.34,0.19,-0.14,0.0,0.387,0.017,-0.012,0.0,,,,,,,,,,,,,,,,,,923.0,14.0,-14.0,0.0,,,,,0,,,,,17.5,1.2,-3.1,0.0,0.0317,0.0013,-0.0006,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5793.0,66.0,-52.0,0.0,1.25,0.03,-0.03,0.0,0.83,0.02,-0.01,0.0,-0.45,0.02,-0.02,0.0,[Fe/H],4.16,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m43.58s,185.181563,-01d35m27.29s,-1.5909138,456.064,8.713,-8.398,12.755,0.08,-0.08,11.499,0.026,-0.026,11.227,0.025,-0.025,11.158,0.023,-0.023,12.5639,0.000211,-0.000211,2018-07-12,2018-08,2018-07-12
523,K2-246 b,K2-246,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,5.76918,0.00081,-0.00082,0.0,0.0602,0.0004,-0.0004,0.0,3.49,0.25,-0.21,0.0,0.311,0.022,-0.019,0.0,,,,,,,,,,,,,,,,,,977.0,19.0,-18.0,0.0,,,,,0,,,,,11.1,1.1,-2.3,0.0,0.0341,0.0021,-0.0017,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5610.0,32.0,-29.0,0.0,0.94,0.03,-0.03,0.0,0.87,0.02,-0.02,0.0,-0.19,0.03,-0.03,0.0,[Fe/H],4.43,0.04,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.11s,181.6296115,-01d09m38.16s,-1.1606,703.616,26.4825,-26.4825,14.792,0.149,-0.149,13.168,0.024,-0.024,12.852,0.027,-0.027,12.788,0.03,-0.03,14.3512,0.000401,-0.000401,2018-07-12,2018-08,2018-07-12
524,K2-247 b,K2-247,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.25021,0.00033,-0.00036,0.0,0.0304,0.0004,-0.0004,0.0,2.12,0.19,-0.16,0.0,0.189,0.017,-0.014,0.0,,,,,,,,,,,,,,,,,,979.0,52.0,-51.0,0.0,,,,,0,,,,,8.7,1.5,-2.4,0.0,0.0283,0.0025,-0.002,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4667.0,305.0,-183.0,0.0,0.69,0.02,-0.01,0.0,0.74,0.03,-0.03,0.0,-0.08,0.22,-0.22,0.0,[Fe/H],4.63,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h35m34.44s,188.8935189,-10d04m09.41s,-10.0692793,258.113,2.049,-2.017,14.857,0.217,-0.217,12.38,0.032,-0.032,11.768,0.026,-0.026,11.556,0.027,-0.027,14.3583,0.000289,-0.000289,2018-07-12,2018-08,2018-07-12
525,K2-247 c,K2-247,1,1,2,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,6.49424,0.0026,-0.00251,0.0,0.0615,0.0008,-0.0008,0.0,2.19,0.25,-0.23,0.0,0.195,0.022,-0.021,0.0,,,,,,,,,,,,,,,,,,688.0,36.0,-35.0,0.0,,,,,0,,,,,18.2,3.9,-4.7,0.0,0.0292,0.0032,-0.003,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4667.0,305.0,-183.0,0.0,0.69,0.02,-0.01,0.0,0.74,0.03,-0.03,0.0,-0.08,0.22,-0.22,0.0,[Fe/H],4.63,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h35m34.44s,188.8935189,-10d04m09.41s,-10.0692793,258.113,2.049,-2.017,14.857,0.217,-0.217,12.38,0.032,-0.032,11.768,0.026,-0.026,11.556,0.027,-0.027,14.3583,0.000289,-0.000289,2018-07-12,2018-08,2018-07-12
526,K2-248 b,K2-248,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,7.17256,0.00148,-0.00142,0.0,0.0699,0.001,-0.001,0.0,2.57,0.2,-0.14,0.0,0.229,0.018,-0.012,0.0,,,,,,,,,,,,,,,,,,886.0,19.0,-18.0,0.0,,,,,0,,,,,16.2,1.8,-3.9,0.0,0.0255,0.0019,-0.0013,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5528.0,97.0,-86.0,0.0,0.92,0.02,-0.02,0.0,0.88,0.04,-0.03,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],4.45,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h11m16.16s,182.8173343,-09d24m51.01s,-9.4141696,406.254,4.991,-4.874,13.497,0.114,-0.114,12.079,0.029,-0.029,11.634,0.026,-0.026,11.643,0.026,-0.026,13.2616,0.000226,-0.000226,2018-07-12,2018-08,2018-07-12
527,K2-249 b,K2-249,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,12.409,0.00337,-0.00284,0.0,0.1151,0.003,-0.0031,0.0,2.79,0.27,-0.22,0.0,0.249,0.024,-0.02,0.0,,,,,,,,,,,,,,,,,,1061.0,66.0,-66.0,0.0,,,,,0,,,,,14.5,1.7,-3.6,0.0,0.0162,0.0014,-0.0011,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6504.0,329.0,-419.0,0.0,1.57,0.06,-0.06,0.0,1.32,0.09,-0.12,0.0,0.04,0.14,-0.16,0.0,[Fe/H],4.16,0.05,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m28.02s,183.3667344,-08d59m42.83s,-8.9952309,521.716,16.917,-15.903,12.646,0.08,-0.08,11.27,0.022,-0.022,10.945,0.023,-0.023,10.883,0.021,-0.021,12.4497,0.000229,-0.000229,2018-07-12,2018-08,2018-07-12
528,K2-250 b,K2-250,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.01457,0.00062,-0.00057,0.0,0.0459,0.0005,-0.0005,0.0,2.44,0.19,-0.15,0.0,0.218,0.017,-0.013,0.0,,,,,,,,,,,,,,,,,,958.0,14.0,-13.0,0.0,,,,,0,,,,,12.3,1.5,-3.0,0.0,0.0276,0.0022,-0.0016,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5172.0,46.0,-44.0,0.0,0.81,0.02,-0.02,0.0,0.8,0.03,-0.02,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],4.53,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m07.57s,185.0315429,-08d58m32.67s,-8.9757427,414.708,6.352,-6.166,14.314,0.126,-0.126,12.539,0.026,-0.026,12.078,0.022,-0.022,12.016,0.024,-0.024,13.9725,0.000345,-0.000345,2018-07-12,2018-08,2018-07-12
529,K2-251 b,K2-251,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,9.30075,0.00332,-0.00321,0.0,0.0694,0.0005,-0.0005,0.0,2.35,0.26,-0.21,0.0,0.21,0.023,-0.019,0.0,,,,,,,,,,,,,,,,,,437.0,9.0,-9.0,0.0,,,,,0,,,,,20.6,4.9,-6.1,0.0,0.0437,0.0047,-0.0038,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3717.0,85.0,-50.0,0.0,0.49,0.01,-0.01,0.0,0.52,0.01,-0.01,0.0,-0.04,0.18,-0.19,0.0,[Fe/H],4.76,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m45.42s,190.6892403,-08d32m09.54s,-8.5359826,147.03,1.042,-1.028,15.66,0.183,-0.183,12.341,0.022,-0.022,11.713,0.024,-0.024,11.515,0.024,-0.024,14.7702,0.000398,-0.000398,2018-07-12,2018-08,2018-07-12
530,K2-252 b,K2-252,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,13.81513,0.00461,-0.00448,0.0,0.1041,0.0008,-0.0007,0.0,1.74,0.17,-0.12,0.0,0.155,0.015,-0.011,0.0,,,,,,,,,,,,,,,,,,639.0,7.0,-7.0,0.0,,,,,0,,,,,25.7,3.5,-6.3,0.0,0.0193,0.0018,-0.0013,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5152.0,41.0,-39.0,0.0,0.82,0.01,-0.01,0.0,0.79,0.02,-0.01,0.0,-0.09,0.04,-0.04,0.0,[Fe/H],4.5,0.02,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h09m27.93s,182.3663818,-08d18m34.61s,-8.3096141,228.839,2.083,-2.047,12.93,0.137,-0.137,11.236,0.023,-0.023,10.774,0.021,-0.021,10.683,0.021,-0.021,12.6201,0.000183,-0.000183,2018-07-12,2018-08,2018-07-12
531,K2-253 b,K2-253,1,1,1,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,4.00167,0.00013,-0.00013,0.0,0.0506,0.001,-0.0011,0.0,12.67,0.69,-0.61,0.0,1.13,0.062,-0.054,0.0,,,,,,,,,,,,,,,,,,1238.0,57.0,-53.0,0.0,,,,,0,,,,,13.9,0.8,-2.0,0.0,0.105,0.0046,-0.0024,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6027.0,221.0,-240.0,0.0,1.1,0.04,-0.04,0.0,1.08,0.05,-0.08,0.0,0.0,0.17,-0.19,0.0,[Fe/H],4.39,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h24m20.47s,186.0853062,-06d22m44.23s,-6.3789537,876.565,28.779,-27.037,15.002,0.149,-0.149,13.492,0.026,-0.026,13.097,0.037,-0.037,12.947,0.033,-0.033,14.7042,0.000415,-0.000415,2018-07-12,2018-08,2018-07-12
