,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
1266,Kepler-255 d,Kepler-255,1,1,3,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.04562266,2.67e-06,-2.67e-06,0.0,,,,,1.32,0.14,-0.1,0.0,0.118,0.012,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.8269,0.0655,-0.0655,0.0,,,,,0.01409,0.00056,-0.00038,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5431.0,93.33,-139.79,0.0,0.86,0.07,-0.06,0.0,0.9,0.04,-0.05,0.0,0.02,0.145,-0.181,0.0,[Fe/H],4.53,0.04,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53,31.055,-31.055,15.699,0.172,-0.172,14.227,0.027,-0.027,13.854,0.026,-0.026,13.689,0.043,-0.043,15.5283,0.000449,-0.000449,2016-05-06,2016-05,2016-05-10
1267,Kepler-1666 c,Kepler-1666,1,1,2,Transit,2020,Kepler,1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200810516A/abstract target=ref>Armstrong et al. 2020</a>,40.7157,,,0.0,,,,,3.236,,,0.0,0.289,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6293.0,123.0,-123.0,0.0,1.15,,,0.0,1.23,,,0.0,,,,,,4.41,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,1379.37,55.6,-51.51,15.104,0.149,-0.149,13.96,0.023,-0.023,13.682,0.023,-0.023,13.629,0.038,-0.038,15.0151,0.000401,-0.000401,2020-09-08,2020-08,2020-09-03
1268,Kepler-42 c,Kepler-42,1,1,3,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,0.45328509,9.7e-07,-9.7e-07,0.0,0.006,,,0.0,0.73,0.2,-0.2,0.0,0.065,0.018,-0.018,0.0,,,,,,,,,,,,,,,,,,720.0,73.0,-73.0,0.0,,,,,0,,,,,,,,,0.0395,0.0011,-0.0011,0.0,,,,,<a refstr=MUIRHEAD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.2189M/abstract target=ref> Muirhead et al. 2012 </a>,M,3068.0,174.0,-174.0,0.0,0.17,0.04,-0.04,0.0,0.13,0.05,-0.05,0.0,-0.33,0.12,-0.12,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m52.70s,292.2196,+44d37m02.52s,44.6173667,40.0595,0.065,-0.0647,16.7,0.2,-0.2,12.177,0.021,-0.021,11.685,0.018,-0.018,11.465,0.018,-0.018,14.9931,0.000506,-0.000506,2014-05-14,2012-03,2014-05-14
1269,Kepler-750 c,Kepler-750,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.08899022,1.934e-05,-1.934e-05,0.0,,,,,1.62,0.65,-0.22,0.0,0.145,0.058,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.465,0.122,-0.122,0.0,,,,,0.01236,0.00045,-0.00049,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6160.0,90.96,-121.55,0.0,1.23,0.43,-0.16,0.0,1.15,0.14,-0.08,0.0,0.03,0.13,-0.161,0.0,[Fe/H],4.32,0.1,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m23.24s,289.0968274,+44d00m15.71s,44.004364,1296.02,33.645,-33.645,14.634,0.092,-0.092,13.463,0.029,-0.029,13.212,0.035,-0.035,13.103,0.034,-0.034,14.467,0.000273,-0.000273,2016-05-06,2016-05,2016-05-10
1270,Kepler-758 c,Kepler-758,1,1,4,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.75793986,3.846e-05,-3.846e-05,0.0,,,,,1.69,0.37,-0.29,0.0,0.151,0.033,-0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.677,0.191,-0.191,0.0,,,,,0.01121,4e-05,-0.0008,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6228.0,72.21,-60.59,0.0,1.42,0.31,-0.23,0.0,1.16,0.12,-0.08,0.0,-0.1,0.12,-0.132,0.0,[Fe/H],4.19,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m20.31s,293.0846115,+41d08m07.46s,41.1354049,1502.32,44.98,-42.48,14.379,0.149,-0.149,13.37,0.023,-0.023,13.146,0.025,-0.025,13.11,0.035,-0.035,14.3267,0.000255,-0.000255,2016-05-06,2016-05,2016-05-10
1271,Kepler-760 c,Kepler-760,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.46697439,6.58e-06,-6.58e-06,0.0,,,,,1.48,0.12,-0.09,0.0,0.132,0.011,-0.008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.5646,0.0605,-0.0605,0.0,,,,,0.01642,0.00058,-0.0006,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5322.0,65.68,-81.73,0.0,0.85,0.07,-0.04,0.0,0.89,0.04,-0.04,0.0,0.08,0.147,-0.166,0.0,[Fe/H],4.54,0.04,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,792.336,16.454,-15.81,15.181,0.16,-0.16,13.707,0.026,-0.026,13.301,0.022,-0.022,13.239,0.03,-0.03,15.0731,0.000344,-0.000344,2016-05-06,2016-05,2016-05-10
1272,Kepler-24 b,Kepler-24,1,1,4,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,8.1453,,,0.0,0.08,,,0.0,2.4,,,0.0,0.214,,,0.0,508.5,,,1.0,1.6,,,1.0,Mass,,,,,,,,,,,,,,,,,1,4.02,,,0.0,,,,,,,,,,,,,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,,5800.0,200.0,-200.0,0.0,1.07,0.16,-0.23,0.0,1.03,0.11,-0.14,0.0,-0.24,0.4,-0.4,0.0,[M/H],4.34,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,32.08,-32.08,15.04,0.08,-0.08,13.763,0.023,-0.023,13.445,0.03,-0.03,13.372,0.037,-0.037,14.9234,0.000356,-0.000356,2014-05-14,2012-05,2014-05-14
1273,Kepler-15 b,Kepler-15,1,1,1,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,4.942782,1.3e-06,-1.3e-06,0.0,0.05714,0.00086,-0.00093,0.0,10.76,0.67,-0.78,0.0,0.96,0.06,-0.07,0.0,209.76,25.43,-28.6,0.0,0.66,0.08,-0.09,0.0,Mass,0.06,,,0.0,,,,,,,,,87.44,0.18,-0.2,0.0,0,3.5,,,0.0,12.8,1.2,-1.5,0.0,0.0996,0.00055,-0.00053,0.0,,,,,<a refstr=ENDL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...13E/abstract target=ref> Endl et al. 2011 </a>,,5515.0,122.0,-130.0,0.0,0.99,0.06,-0.07,0.0,1.02,0.04,-0.05,0.0,0.36,0.07,-0.07,0.0,[Fe/H],4.46,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m48.13s,296.2005506,+49d08m24.11s,49.1400304,739.412,11.158,-11.158,13.81,0.137,-0.137,12.578,0.027,-0.027,12.282,0.031,-0.031,12.216,0.028,-0.028,13.7136,0.000242,-0.000242,2014-05-14,2011-11,2014-05-14
1274,Kepler-268 c,Kepler-268,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,83.446393,0.000761,-0.000761,0.0,0.391,,,0.0,3.38,0.69,-0.69,0.0,0.302,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.219,0.11,-0.11,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6081.0,100.0,-100.0,0.0,1.27,0.23,-0.23,0.0,,,,,,,,,,4.29,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.87,11.63,-11.63,13.844,0.114,-0.114,12.675,0.022,-0.022,12.411,0.021,-0.021,12.382,0.026,-0.026,13.6678,0.000237,-0.000237,2014-05-14,2014-03,2014-05-14
1275,Kepler-271 c,Kepler-271,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.41086267,3.305e-05,-3.305e-05,0.0,,,,,0.95,0.06,-0.06,0.0,0.085,0.005,-0.005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.2769,0.0983,-0.0983,0.0,,,,,0.01048,0.00026,-0.00045,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.05,0.0,-0.13,0.121,-0.122,0.0,[Fe/H],4.52,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m00.70s,283.0029316,+44d17m02.79s,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,12.198,0.022,-0.022,11.819,0.019,-0.019,11.745,0.021,-0.021,13.4284,0.000605,-0.000605,2019-02-05,2016-05,2016-05-10
1276,Kepler-273 c,Kepler-273,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,8.014927,5.2e-05,-5.2e-05,0.0,0.073,,,0.0,1.98,1.15,-1.15,0.0,0.177,0.103,-0.103,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.379,0.078,-0.078,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5626.0,200.0,-200.0,0.0,0.82,0.46,-0.46,0.0,,,,,,,,,,4.51,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m12.51s,291.3021458,+47d41m51.57s,47.6976573,713.964,11.293,-10.952,15.1,0.103,-0.103,13.682,0.024,-0.024,13.35,0.024,-0.024,13.217,0.027,-0.027,14.9683,0.000341,-0.000341,2014-05-14,2014-03,2014-05-14
1277,Kepler-171 c,Kepler-171,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.463462,2.6e-05,-2.6e-05,0.0,0.098,,,0.0,2.56,1.15,-1.15,0.0,0.228,0.103,-0.103,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.566,0.044,-0.044,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5642.0,200.0,-200.0,0.0,0.84,0.38,-0.38,0.0,,,,,,,,,,4.57,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.855,18.329,-18.329,15.101,0.069,-0.069,13.586,0.027,-0.027,13.231,0.03,-0.03,13.206,0.042,-0.042,14.9053,0.000633,-0.000633,2014-05-14,2014-03,2014-05-14
1278,Kepler-732 c,Kepler-732,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.89304124,4.6e-07,-4.6e-07,0.0,,,,,1.27,0.07,-0.1,0.0,0.113,0.006,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1042,0.0155,-0.0155,0.0,,,,,0.02547,0.0006,-0.00022,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3631.0,35.05,-37.03,0.0,0.46,0.03,-0.03,0.0,0.49,0.03,-0.03,0.0,-0.01,0.086,-0.086,0.0,[Fe/H],4.79,0.04,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m55.61s,283.7317274,+45d57m30.70s,45.9585288,174.826,0.859,-0.85,16.53,0.2,-0.2,12.596,0.025,-0.025,11.952,0.021,-0.021,11.721,0.018,-0.018,15.0519,0.000542,-0.000542,2016-05-06,2016-05,2016-05-10
1279,Kepler-80 e,Kepler-80,1,1,6,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,4.64489,0.0002,-0.00019,0.0,0.0491,0.0007,-0.0007,0.0,1.6,0.08,-0.07,0.0,0.143,0.007,-0.006,0.0,4.13,0.81,-0.95,0.0,0.01299,0.00255,-0.00299,0.0,Mass,,,,,,,,,,,,,88.79,0.84,-1.07,0.0,1,,,,,,,,,,,,,,,,,<a refstr=MACDONALD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..105M/abstract target=ref>MacDonald et al. 2016</a>,K5,4540.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,0.04,0.08,-0.08,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.954,0.023,-0.023,12.354,0.022,-0.022,12.253,0.02,-0.02,14.7555,0.000492,-0.000492,2016-08-04,2016-10,2016-08-04
1280,Kepler-238 b,Kepler-238,1,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.090876,2e-05,-2e-05,0.0,0.034,,,0.0,1.73,0.4,-0.4,0.0,0.154,0.036,-0.036,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.193,0.159,-0.159,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5751.0,100.0,-100.0,0.0,1.43,0.26,-0.26,0.0,,,,,,,,,,4.19,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,75.21,-69.51,15.297,0.035,-0.035,13.894,0.025,-0.025,13.545,0.027,-0.027,13.512,0.039,-0.039,15.0243,0.000316,-0.000316,2014-05-14,2014-03,2014-05-14
1281,Kepler-82 d,Kepler-82,1,1,5,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.382961,5e-06,-5e-06,0.0,0.034,,,0.0,1.77,0.27,-0.27,0.0,0.158,0.024,-0.024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.026,0.037,-0.037,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5428.0,100.0,-100.0,0.0,0.95,0.14,-0.14,0.0,,,,,,,,,,4.47,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.61s,292.8733696,+42d57m58.17s,42.9661583,904.326,22.0875,-22.0875,15.131,0.492,-0.492,13.879,0.024,-0.024,13.527,0.028,-0.028,13.518,0.048,-0.048,15.1377,0.00037,-0.00037,2014-05-14,2014-03,2014-05-14
1282,Kepler-33 c,Kepler-33,1,1,5,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,13.17562,0.00014,-0.00014,0.0,0.1189,0.0025,-0.0025,0.0,3.2,0.3,-0.3,0.0,0.285,0.027,-0.027,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,88.19,0.58,-1.06,0.0,1,6.7,0.096,-0.107,0.0,13.8,1.5,-1.5,0.0,0.01602,0.00057,-0.00057,0.0,,,,,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,,5904.0,47.0,-47.0,0.0,1.82,0.14,-0.18,0.0,1.29,0.06,-0.12,0.0,0.025,0.002,-0.002,0.0,[Fe/H],4.03,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.61s,289.0775348,+46d00m18.61s,46.0051696,1209.16,22.195,-22.195,14.099,0.08,-0.08,12.871,0.02,-0.02,12.62,0.021,-0.021,12.591,0.022,-0.022,13.9513,0.000236,-0.000236,2014-05-14,2012-05,2014-05-14
1283,Kepler-32 e,Kepler-32,1,1,5,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,2.896,0.0003,-0.0003,0.0,0.033,,,0.0,1.5,0.1,-0.1,0.0,0.134,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.272,0.096,-0.096,0.0,,,,,0.0259,0.0013,-0.0013,0.0,,,,,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,,3900.0,200.0,-200.0,0.0,0.53,0.04,-0.04,0.0,0.58,0.05,-0.05,0.0,0.0,0.4,-0.4,0.0,[Fe/H],4.64,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,323.847,3.4025,-3.4025,16.36,0.549,-0.549,13.616,0.023,-0.023,12.901,0.024,-0.024,12.757,0.024,-0.024,15.8123,0.000577,-0.000577,2016-03-23,2012-05,2016-03-24
1284,Kepler-486 b,Kepler-486,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,30.36044667,4.24e-06,-4.24e-06,0.0,,,,,11.0,0.4,-0.56,0.0,0.981,0.036,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.0193,0.0122,-0.0122,0.0,,,,,0.1354,0.00027,-0.0004,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4926.0,44.94,-45.25,0.0,0.75,0.03,-0.04,0.0,0.79,0.04,-0.04,0.0,-0.04,0.15,-0.166,0.0,[Fe/H],4.6,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m31.19s,284.8799791,+49d16m01.27s,49.2670195,436.257,3.199,-3.155,14.615,0.092,-0.092,12.895,0.025,-0.025,12.377,0.021,-0.021,12.288,0.025,-0.025,14.3799,0.000229,-0.000229,2016-05-06,2016-05,2016-05-10
1285,Kepler-223 b,Kepler-223,1,1,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,7.38449,0.00022,-0.00022,0.0,,,,,2.99,0.18,-0.27,0.0,0.267,0.016,-0.024,0.0,7.4,1.3,-1.1,0.0,0.02328,0.00409,-0.00346,0.0,Mass,0.078,0.015,-0.017,0.0,,,,,,,,,90.0,,-1.8,0.0,1,,,,,,,,,,,,,,,,,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,,,,,1.72,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,111.045,-111.045,15.69,0.137,-0.137,14.095,0.031,-0.031,13.727,0.033,-0.033,13.633,0.047,-0.047,15.3951,0.000407,-0.000407,2016-08-04,2016-05,2016-08-04
